"LON","LAT","COD_SPEFAO","QT_SPECIE"
11.3897222222222,37.9333333333333,"ARA",178
11.3897222222222,37.9444444444444,"ARA",40
11.3897222222222,37.95,"ARA",260
11.3897222222222,37.9666666666667,"ARA",317
11.3897222222222,37.9805555555556,"ARA",70
11.3897222222222,37.9833333333333,"ARA",15
11.3897222222222,37.8738888888889,"ARA",30
11.3897222222222,37.9652777777778,"ARA",21
11.3897222222222,37.8888888888889,"ARA",10
11.3897222222222,37.9166666666667,"ARA",54
11.3897222222222,37.9333333333333,"ARA",2
11.3897222222222,37.9305555555556,"ARA",59
11.3897222222222,37.9,"ARA",22
11.3897222222222,37.9333333333333,"ARA",24
11.3897222222222,37.9736111111111,"ARA",16
11.3897222222222,37.8169444444444,"ARA",18
11.4066666666667,37.8333333333333,"ARA",9
11.4066666666667,37.85,"ARA",62
11.4066666666667,37.8833333333333,"ARA",18
11.4066666666667,37.9,"ARA",84
11.4066666666667,37.9333333333333,"ARA",14
11.4066666666667,37.9666666666667,"ARA",122
11.4066666666667,37.9805555555556,"ARA",50
11.4066666666667,37.9833333333333,"ARA",140
11.4066666666667,37.9261111111111,"ARA",49
11.4066666666667,37.8888888888889,"ARA",13
11.4066666666667,37.9888888888889,"ARA",7
11.4066666666667,37.9847222222222,"ARA",59
11.4066666666667,37.9666666666667,"ARA",38
11.4066666666667,37.9972222222222,"ARA",7
11.4236111111111,37.6666666666667,"ARA",57
11.4236111111111,37.8333333333333,"ARA",10
11.4236111111111,37.8666666666667,"ARA",2
11.4236111111111,37.8833333333333,"ARA",24
11.4236111111111,37.9,"ARA",4
11.4236111111111,37.9666666666667,"ARA",168
11.4236111111111,37.9805555555556,"ARA",40
11.4236111111111,37.9833333333333,"ARA",184
11.4236111111111,37.9972222222222,"ARA",58
11.4236111111111,37.9805555555556,"ARA",23
11.4405555555556,37.7666666666667,"ARA",37
11.4405555555556,37.8333333333333,"ARA",12
11.4405555555556,37.8666666666667,"ARA",74
11.4405555555556,37.8833333333333,"ARA",20
11.4405555555556,37.9666666666667,"ARA",85
11.4405555555556,37.9833333333333,"ARA",15
11.4405555555556,37.9972222222222,"ARA",50
11.4405555555556,37.9972222222222,"ARA",48
11.4405555555556,37.9833333333333,"ARA",15
11.4405555555556,37.9972222222222,"ARA",32
11.4575,37.8,"ARA",38
11.4575,37.85,"ARA",32
11.4575,37.8666666666667,"ARA",40
11.4575,37.9833333333333,"ARA",30
11.4575,37.7805555555556,"ARA",9
11.4575,37.8388888888889,"ARA",6
11.4575,37.9863888888889,"ARA",90
11.4744444444444,37.6166666666667,"ARA",62
11.4744444444444,37.8222222222222,"ARA",20
11.4744444444444,37.85,"ARA",143
11.4744444444444,37.8666666666667,"ARA",18
11.4744444444444,37.8875,"ARA",2
11.4744444444444,37.8944444444444,"ARA",12
11.4744444444444,37.9,"ARA",40
11.4744444444444,37.9722222222222,"ARA",25
11.4913888888889,37.85,"ARA",122
11.4913888888889,37.8980555555556,"ARA",53
11.4913888888889,37.9,"ARA",12
11.4913888888889,37.9,"ARA",36
11.4913888888889,37.9833333333333,"ARA",5
11.4913888888889,37.9838888888889,"ARA",30
11.4913888888889,37.6555555555556,"ARA",73
11.4913888888889,37.65,"ARA",15
11.5083333333333,37.6833333333333,"ARA",24
11.5083333333333,37.7166666666667,"ARA",35
11.5083333333333,37.8,"ARA",1
11.5083333333333,37.8333333333333,"ARA",103
11.5083333333333,37.85,"ARA",34
11.5083333333333,37.8666666666667,"ARA",4
11.5083333333333,37.9,"ARA",61
11.5083333333333,37.9333333333333,"ARA",1
11.5083333333333,37.95,"ARA",35
11.5083333333333,37.9833333333333,"ARA",45
11.5083333333333,37.7527777777778,"ARA",10
11.5083333333333,37.6388888888889,"ARA",102
11.5083333333333,37.8055555555556,"ARA",35
11.5252777777778,37.7166666666667,"ARA",12
11.5252777777778,37.9,"ARA",5
11.5252777777778,37.9833333333333,"ARA",34
11.5252777777778,37.9005555555556,"ARA",20
11.5252777777778,37.9838888888889,"ARA",30
11.5252777777778,37.8694444444444,"ARA",15
11.5252777777778,37.6222222222222,"ARA",50
11.5252777777778,37.8222222222222,"ARA",5
11.5252777777778,37.9063888888889,"ARA",11
11.5422222222222,37.6,"ARA",60
11.5422222222222,37.65,"ARA",40
11.5422222222222,37.7166666666667,"ARA",20
11.5422222222222,37.8166666666667,"ARA",30
11.5422222222222,37.8333333333333,"ARA",8
11.5422222222222,37.9,"ARA",1
11.5422222222222,37.9666666666667,"ARA",2
11.5422222222222,37.6222222222222,"ARA",79
11.5422222222222,37.7222222222222,"ARA",15
11.5422222222222,37.9972222222222,"ARA",48
11.5422222222222,37.9233333333333,"ARA",13
11.5591666666667,37.7166666666667,"ARA",6
11.5591666666667,37.8,"ARA",1
11.5591666666667,37.8166666666667,"ARA",49
11.5591666666667,37.8333333333333,"ARA",36
11.5591666666667,37.9166666666667,"ARA",51
11.5591666666667,37.9333333333333,"ARA",12
11.5591666666667,37.9833333333333,"ARA",81
11.5591666666667,37.9972222222222,"ARA",60
11.5591666666667,37.8361111111111,"ARA",24
11.5591666666667,37.8694444444444,"ARA",36
11.5591666666667,37.6055555555556,"ARA",8
11.5591666666667,37.6222222222222,"ARA",14
11.5591666666667,37.7833333333333,"ARA",24
11.5761111111111,37.5666666666667,"ARA",50
11.5761111111111,37.6,"ARA",43
11.5761111111111,37.7166666666667,"ARA",81
11.5761111111111,37.8,"ARA",22
11.5761111111111,37.8333333333333,"ARA",48
11.5761111111111,37.9,"ARA",12
11.5761111111111,37.9972222222222,"ARA",12
11.5761111111111,37.5722222222222,"ARA",50
11.5761111111111,37.5888888888889,"ARA",90
11.5761111111111,37.6055555555556,"ARA",30
11.5761111111111,37.7222222222222,"ARA",23
11.5761111111111,37.7722222222222,"ARA",4
11.5761111111111,37.9394444444444,"ARA",9
11.5761111111111,37.9361111111111,"ARA",2
11.5930555555556,37.5666666666667,"ARA",15
11.5930555555556,37.5833333333333,"ARA",102
11.5930555555556,37.6,"ARA",18
11.5930555555556,37.7666666666667,"ARA",48
11.5930555555556,37.7833333333333,"ARA",79
11.5930555555556,37.8,"ARA",12
11.5930555555556,37.9,"ARA",10
11.5930555555556,37.9166666666667,"ARA",30
11.5930555555556,37.9333333333333,"ARA",5
11.5930555555556,37.9666666666667,"ARA",55
11.5930555555556,37.9833333333333,"ARA",78
11.5930555555556,37.8194444444444,"ARA",24
11.5930555555556,37.5722222222222,"ARA",55
11.5930555555556,37.5888888888889,"ARA",35
11.5930555555556,37.9402777777778,"ARA",3
11.5930555555556,37.7472222222222,"ARA",24
11.61,37.4166666666667,"ARA",40
11.61,37.55,"ARA",54
11.61,37.5666666666667,"ARA",54
11.61,37.75,"ARA",79
11.61,37.7833333333333,"ARA",60
11.61,37.9,"ARA",14
11.61,37.9166666666667,"ARA",24
11.61,37.9833333333333,"ARA",82
11.61,37.8027777777778,"ARA",12
11.61,37.5555555555556,"ARA",35
11.61,37.5722222222222,"ARA",80
11.61,37.5888888888889,"ARA",21
11.61,37.7222222222222,"ARA",15
11.61,37.7388888888889,"ARA",20
11.61,37.9427777777778,"ARA",2
11.61,37.9488888888889,"ARA",32
11.61,37.9438888888889,"ARA",25
11.61,37.9447222222222,"ARA",26
11.6269444444444,37.4,"ARA",20
11.6269444444444,37.45,"ARA",14
11.6269444444444,37.4666666666667,"ARA",49
11.6269444444444,37.55,"ARA",168
11.6269444444444,37.5666666666667,"ARA",30
11.6269444444444,37.65,"ARA",98
11.6269444444444,37.7333333333333,"ARA",12
11.6269444444444,37.75,"ARA",28
11.6269444444444,37.8333333333333,"ARA",16
11.6269444444444,37.7361111111111,"ARA",24
11.6269444444444,37.9333333333333,"ARA",18
11.6269444444444,37.5555555555556,"ARA",13
11.6269444444444,37.5722222222222,"ARA",61
11.6269444444444,37.7388888888889,"ARA",5
11.6269444444444,37.95,"ARA",3
11.6269444444444,37.9638888888889,"ARA",1
11.6269444444444,37.8833333333333,"ARA",15
11.6438888888889,37.4333333333333,"ARA",32
11.6438888888889,37.5,"ARA",60
11.6438888888889,37.7166666666667,"ARA",3
11.6438888888889,37.9166666666667,"ARA",20
11.6438888888889,37.9666666666667,"ARA",25
11.6438888888889,37.9833333333333,"ARA",142
11.6438888888889,37.5555555555556,"ARA",19
11.6438888888889,37.5722222222222,"ARA",24
11.6438888888889,37.9902777777778,"ARA",30
11.6608333333333,37.9833333333333,"ARA",69
11.6608333333333,37.9972222222222,"ARA",12
11.6777777777778,37.7666666666667,"ARA",15
11.6777777777778,37.8333333333333,"ARA",3
11.6777777777778,37.85,"ARA",2
11.6777777777778,37.9,"ARA",7
11.6777777777778,37.9166666666667,"ARA",51
11.6777777777778,37.95,"ARA",109
11.6777777777778,37.9652777777778,"ARA",20
11.6777777777778,37.9666666666667,"ARA",86
11.6777777777778,37.9833333333333,"ARA",78
11.6777777777778,37.9897222222222,"ARA",25
11.6777777777778,37.9233333333333,"ARA",20
11.6947222222222,37.8833333333333,"ARA",50
11.6947222222222,37.9,"ARA",6
11.6947222222222,37.9333333333333,"ARA",60
11.6947222222222,37.95,"ARA",2
11.6947222222222,37.9672222222222,"ARA",11
11.6947222222222,37.8194444444444,"ARA",12
11.6947222222222,37.8752777777778,"ARA",80
11.7116666666667,37.7666666666667,"ARA",5
11.7116666666667,37.9597222222222,"ARA",29
11.7286111111111,37.6333333333333,"ARA",12
11.7286111111111,37.7666666666667,"ARA",30
11.7286111111111,37.9972222222222,"ARA",50
11.7286111111111,37.6555555555556,"ARA",16
11.7286111111111,37.9972222222222,"ARA",70
11.7286111111111,37.9166666666667,"ARA",60
11.7455555555556,37.75,"ARA",2
11.7455555555556,37.95,"ARA",17
11.7455555555556,37.5888888888889,"ARA",5
11.7455555555556,37.9694444444444,"ARA",10
11.7455555555556,37.8333333333333,"ARA",29
11.7625,37.75,"ARA",12
11.7625,37.7666666666667,"ARA",1
11.7625,37.8,"ARA",17
11.7625,37.9166666666667,"ARA",66
11.7625,37.9333333333333,"ARA",123
11.7625,37.9666666666667,"ARA",5
11.7625,37.5194444444444,"ARA",35
11.7625,37.6888888888889,"ARA",26
11.7794444444444,37.7666666666667,"ARA",45
11.7794444444444,37.8,"ARA",66
11.7794444444444,37.9333333333333,"ARA",127
11.7794444444444,37.9261111111111,"ARA",45
11.7794444444444,37.9338888888889,"ARA",25
11.7794444444444,37.9333333333333,"ARA",53
11.7794444444444,37.8666666666667,"ARA",12
11.7794444444444,37.95,"ARA",24
11.7794444444444,37.95,"ARA",12
11.7963888888889,37.7666666666667,"ARA",13
11.7963888888889,37.8,"ARA",2
11.7963888888889,37.8166666666667,"ARA",34
11.7963888888889,37.8333333333333,"ARA",5
11.7963888888889,37.9166666666667,"ARA",15
11.7963888888889,37.9333333333333,"ARA",52
11.7963888888889,37.9397222222222,"ARA",17
11.8133333333333,37.6666666666667,"ARA",6
11.8133333333333,37.9,"ARA",12
11.8133333333333,37.9166666666667,"ARA",56
11.8133333333333,37.925,"ARA",37
11.8133333333333,37.9333333333333,"ARA",6
11.8133333333333,37.9833333333333,"ARA",73
11.8302777777778,37.5833333333333,"ARA",6
11.8302777777778,37.8333333333333,"ARA",22
11.8302777777778,37.9,"ARA",12
11.8302777777778,37.9166666666667,"ARA",56
11.8302777777778,37.9191666666667,"ARA",22
11.8302777777778,37.9005555555556,"ARA",20
11.8302777777778,37.9333333333333,"ARA",19
11.8472222222222,37.8,"ARA",20
11.8472222222222,37.8333333333333,"ARA",26
11.8472222222222,37.8833333333333,"ARA",170
11.8472222222222,37.9,"ARA",3
11.8472222222222,37.9333333333333,"ARA",50
11.8472222222222,37.9027777777778,"ARA",17
11.8472222222222,37.9861111111111,"ARA",2
11.8472222222222,37.9716666666667,"ARA",4
11.8472222222222,37.9016666666667,"ARA",3
11.8641666666667,37.8,"ARA",30
11.8641666666667,37.8666666666667,"ARA",30
11.8641666666667,37.8833333333333,"ARA",44
11.8641666666667,37.8936111111111,"ARA",57
11.8641666666667,37.8986111111111,"ARA",11
11.8641666666667,37.9,"ARA",12
11.8641666666667,37.8730555555556,"ARA",1
11.8811111111111,37.7166666666667,"ARA",24
11.8811111111111,37.8333333333333,"ARA",15
11.8811111111111,37.8666666666667,"ARA",90
11.8811111111111,37.8833333333333,"ARA",107
11.8811111111111,37.9333333333333,"ARA",44
11.8811111111111,37.95,"ARA",20
11.8811111111111,37.8666666666667,"ARA",11
11.8980555555556,37.8333333333333,"ARA",15
11.8980555555556,37.85,"ARA",27
11.8980555555556,37.8666666666667,"ARA",39
11.8980555555556,37.9833333333333,"ARA",8
11.8980555555556,37.7694444444444,"ARA",12
11.8980555555556,37.8333333333333,"ARA",12
11.8980555555556,37.8597222222222,"ARA",29
11.915,37.8,"ARA",42
11.915,37.8166666666667,"ARA",50
11.915,37.8333333333333,"ARA",47
11.915,37.85,"ARA",64
11.915,37.9,"ARA",12
11.915,37.9833333333333,"ARA",2
11.915,37.8194444444444,"ARA",10
11.915,37.8333333333333,"ARA",12
11.915,37.8388888888889,"ARA",12
11.915,37.8363888888889,"ARA",4
11.915,37.8361111111111,"ARA",12
11.915,37.8327777777778,"ARA",30
11.915,37.8241666666667,"ARA",30
11.915,37.8347222222222,"ARA",7
11.915,37.8302777777778,"ARA",24
11.915,37.8727777777778,"ARA",6
11.9319444444444,37.7833333333333,"ARA",6
11.9319444444444,37.8,"ARA",128
11.9319444444444,37.8166666666667,"ARA",177
11.9319444444444,37.8230555555556,"ARA",17
11.9319444444444,37.8333333333333,"ARA",30
11.9319444444444,37.9461111111111,"ARA",10
11.9319444444444,37.8694444444444,"ARA",20
11.9319444444444,37.8255555555556,"ARA",10
11.9319444444444,37.8333333333333,"ARA",19
11.9319444444444,37.8230555555556,"ARA",67
11.9319444444444,37.8325,"ARA",16
11.9488888888889,37.8,"ARA",109
11.9488888888889,37.8152777777778,"ARA",18
11.9488888888889,37.8166666666667,"ARA",12
11.9488888888889,37.8166666666667,"ARA",23
11.9488888888889,37.8183333333333,"ARA",21
11.9488888888889,37.825,"ARA",12
11.9488888888889,37.8333333333333,"ARA",12
11.9488888888889,37.9833333333333,"ARA",13
11.9488888888889,37.8172222222222,"ARA",15
11.9488888888889,37.7694444444444,"ARA",12
11.9488888888889,37.8055555555556,"ARA",12
11.9488888888889,37.8138888888889,"ARA",12
11.9488888888889,37.8,"ARA",12
11.9488888888889,37.7897222222222,"ARA",7
11.9488888888889,37.8138888888889,"ARA",10
11.9488888888889,37.9,"ARA",50
11.9658333333333,37.1333333333333,"ARA",6
11.9658333333333,37.7666666666667,"ARA",27
11.9658333333333,37.7833333333333,"ARA",75
11.9658333333333,37.8,"ARA",191
11.9658333333333,37.8166666666667,"ARA",28
11.9658333333333,37.8333333333333,"ARA",12
11.9658333333333,37.9666666666667,"ARA",260
11.9658333333333,37.5705555555556,"ARA",6
11.9658333333333,37.7911111111111,"ARA",23
11.9658333333333,37.7958333333333,"ARA",4
11.9658333333333,37.7833333333333,"ARA",5
11.9658333333333,37.8166666666667,"ARA",12
11.9658333333333,37.7833333333333,"ARA",7
11.9658333333333,37.7986111111111,"ARA",2
11.9658333333333,37.7869444444444,"ARA",8
11.9658333333333,37.8,"ARA",12
11.9827777777778,37.6666666666667,"ARA",10
11.9827777777778,37.7166666666667,"ARA",8
11.9827777777778,37.75,"ARA",80
11.9827777777778,37.7666666666667,"ARA",201
11.9827777777778,37.7833333333333,"ARA",95
11.9827777777778,37.8,"ARA",80
11.9827777777778,37.8166666666667,"ARA",30
11.9827777777778,37.8333333333333,"ARA",30
11.9827777777778,37.95,"ARA",15
11.9827777777778,37.8333333333333,"ARA",12
11.9827777777778,37.7769444444444,"ARA",28
11.9827777777778,37.8333333333333,"ARA",12
11.9827777777778,37.9333333333333,"ARA",10
11.9827777777778,37.9777777777778,"ARA",32
11.9827777777778,37.9666666666667,"ARA",12
11.9827777777778,37.9833333333333,"ARA",12
11.9997222222222,37.3666666666667,"ARA",9
11.9997222222222,37.6,"ARA",10
11.9997222222222,37.6666666666667,"ARA",20
11.9997222222222,37.75,"ARA",30
11.9997222222222,37.7666666666667,"ARA",75
11.9997222222222,37.85,"ARA",24
11.9997222222222,37.9166666666667,"ARA",13
11.9997222222222,37.9666666666667,"ARA",11
11.9997222222222,37.8611111111111,"ARA",12
11.9997222222222,37.8333333333333,"ARA",36
11.9997222222222,37.9333333333333,"ARA",12
11.9997222222222,37.8727777777778,"ARA",4
11.9997222222222,37.9372222222222,"ARA",20
11.9997222222222,37.9202777777778,"ARA",150
11.9997222222222,37.9230555555555,"ARA",20
11.9997222222222,37.9166666666667,"ARA",12
11.9997222222222,37.9833333333333,"ARA",2
11.9997222222222,37.9194444444444,"ARA",8
11.9997222222222,37.9166666666667,"ARA",36
11.9997222222222,37.9,"ARA",24
12,37.0666666666667,"ARA",6
12,37.5,"ARA",30
12,37.6333333333333,"ARA",1
12,37.7333333333333,"ARA",5
12,37.75,"ARA",44
12,37.7666666666667,"ARA",71
12,37.8,"ARA",75
12,37.8333333333333,"ARA",83
12,37.8666666666667,"ARA",24
12,37.8833333333333,"ARA",24
12,37.8986111111111,"ARA",6
12,37.9,"ARA",24
12.0169444444444,37.7333333333333,"ARA",25
12.0169444444444,37.8,"ARA",6
12.0169444444444,37.6694444444444,"ARA",25
12.0338888888889,36.9666666666667,"ARA",19
12.0338888888889,37,"ARA",3
12.0338888888889,37.75,"ARA",5
12.0338888888889,37.7833333333333,"ARA",40
12.0338888888889,37.7527777777778,"ARA",35
12.0338888888889,37.7786111111111,"ARA",32
12.0338888888889,37.6055555555556,"ARA",8
12.0338888888889,37.7166666666667,"ARA",29
12.0508333333333,36.9333333333333,"ARA",14
12.0508333333333,36.95,"ARA",2
12.0508333333333,36.9666666666667,"ARA",3
12.0508333333333,37.4333333333333,"ARA",6
12.0508333333333,36.9372222222222,"ARA",1
12.0508333333333,37.7527777777778,"ARA",24
12.0508333333333,37.7552777777778,"ARA",5
12.0508333333333,37.7377777777778,"ARA",2
12.0677777777778,36.9333333333333,"ARA",25
12.0677777777778,36.95,"ARA",8
12.0677777777778,37.8333333333333,"ARA",10
12.0677777777778,37.4238888888889,"ARA",30
12.0677777777778,37.9652777777778,"ARA",5
12.0847222222222,36.9166666666667,"ARA",12
12.0847222222222,36.9333333333333,"ARA",31
12.0847222222222,36.95,"ARA",41
12.0847222222222,37.8333333333333,"ARA",22
12.0847222222222,37.8472222222222,"ARA",26
12.0847222222222,36.9333333333333,"ARA",4
12.0847222222222,37.7638888888889,"ARA",7
12.0847222222222,37.7666666666667,"ARA",20
12.1016666666667,36.9166666666667,"ARA",12
12.1016666666667,36.95,"ARA",28
12.1016666666667,37.6666666666667,"ARA",24
12.1016666666667,37.7333333333333,"ARA",59
12.1016666666667,37.7666666666667,"ARA",20
12.1016666666667,37.8333333333333,"ARA",15
12.1016666666667,36.9269444444444,"ARA",23
12.1186111111111,36.9166666666667,"ARA",3
12.1186111111111,36.95,"ARA",11
12.1355555555556,36.9,"ARA",20
12.1355555555556,36.9333333333333,"ARA",15
12.1355555555556,36.95,"ARA",75
12.1355555555556,36.9638888888889,"ARA",6
12.1355555555556,36.9666666666667,"ARA",4
12.1355555555556,37.7,"ARA",24
12.1355555555556,37.7005555555556,"ARA",4
12.1525,36.9,"ARA",4
12.1525,36.9166666666667,"ARA",30
12.1694444444444,37.6833333333333,"ARA",12
12.1694444444444,37.7277777777778,"ARA",12
12.1694444444444,37.75,"ARA",51
12.1694444444444,37.9,"ARA",20
12.1863888888889,36.95,"ARA",12
12.1863888888889,37.3333333333333,"ARA",72
12.1863888888889,37.0580555555556,"ARA",4
12.1863888888889,37.7838888888889,"ARA",22
12.1863888888889,37.0638888888889,"ARA",8
12.2202777777778,37.6505555555556,"ARA",40
12.2202777777778,36.9294444444444,"ARA",30
12.2372222222222,36.85,"ARA",73
12.2372222222222,37.8508333333333,"ARA",20
12.2372222222222,36.8666666666667,"ARA",5
12.2541666666667,36.85,"ARA",60
12.2541666666667,36.8666666666667,"ARA",24
12.2541666666667,37.7666666666667,"ARA",5
12.2711111111111,36.85,"ARA",58
12.2880555555556,36.8333333333333,"ARA",14
12.2880555555556,37.65,"ARA",30
12.2880555555556,37.925,"ARA",5
12.305,36.8647222222222,"ARA",11
12.3219444444444,36.8166666666667,"ARA",1
12.3219444444444,36.9166666666667,"ARA",9
12.3219444444444,37.7222222222222,"ARA",12
12.3388888888889,36.8333333333333,"ARA",10
12.3388888888889,37.6666666666667,"ARA",25
12.3388888888889,37.5833333333333,"ARA",12
12.3727777777778,36.8,"ARA",27
12.3727777777778,37.6166666666667,"ARA",12
12.3727777777778,37.1077777777778,"ARA",10
12.3727777777778,37.5805555555556,"ARA",6
12.3727777777778,37.6277777777778,"ARA",12
12.3897222222222,36.75,"ARA",21
12.3897222222222,36.7833333333333,"ARA",2
12.3897222222222,37,"ARA",8
12.3897222222222,37.9333333333333,"ARA",24
12.3897222222222,37.1744444444444,"ARA",6
12.3897222222222,37.2577777777778,"ARA",6
12.3897222222222,36.7730555555556,"ARA",24
12.3897222222222,37.1944444444444,"ARA",3
12.3897222222222,37.65,"ARA",12
12.4066666666667,36.7666666666667,"ARA",10
12.4066666666667,36.7833333333333,"ARA",6
12.4066666666667,36.8166666666667,"ARA",12
12.4066666666667,37.4166666666667,"ARA",7
12.4236111111111,36.45,"ARA",37
12.4236111111111,36.75,"ARA",25
12.4236111111111,36.7666666666667,"ARA",32
12.4236111111111,37.1666666666667,"ARA",7
12.4236111111111,37.6166666666667,"ARA",15
12.4236111111111,37.55,"ARA",12
12.4405555555556,36.5666666666667,"ARA",1
12.4405555555556,37.25,"ARA",9
12.4405555555556,37.3833333333333,"ARA",2
