"","SPECIES","LON","LAT","KG","DEPTH"
"1164","ARA",13.59,36.51,5,-420
"1165","ARS",13.59,36.51,121,-420
"1166","DPS",13.59,36.51,21,-420
"1167","NEP",13.59,36.51,7,-420
"1168","ARA",13.61,36.51,4,-329
"1169","ARS",13.61,36.51,156,-329
"1170","DPS",13.61,36.51,41,-329
"1171","NEP",13.61,36.51,4,-329
"1172","ARS",13.9,36.51,75,-442
"1173","DPS",13.9,36.51,20,-442
"1174","HKE",13.9,36.51,5,-442
"1175","ARS",13.95,36.51,80,-500
"1176","DPS",13.95,36.51,65,-500
"1177","ARS",13.98,36.51,136,-565
"1178","DPS",13.98,36.51,110,-565
"1179","ARS",14,36.51,358,-581
"1180","DPS",14,36.51,317,-581
"1181","NEP",14,36.51,120,-581
"1182","ARS",14.02,36.51,60,-616
"1183","DPS",14.02,36.51,60,-616
"1184","ARS",14.29,36.51,40,-531
"1185","DPS",14.29,36.51,20,-531
"1186","HKE",14.29,36.51,16,-531
"1187","ARS",14.3,36.51,221,-465
"1188","DPS",14.3,36.51,66,-465
"1189","HKE",14.3,36.51,34,-465
"1190","ARS",14.34,36.51,4,-354
"1191","HKE",14.34,36.51,8,-354
"1192","DPS",14.69,36.51,40,-128
"1193","HKE",14.69,36.51,20,-128
"1194","MUT",14.69,36.51,10,-128
"1195","MUT",15,36.51,25,-77
"1196","ARS",15.02,36.51,11,-77
"1197","DPS",15.02,36.51,50,-77
"1198","HKE",15.02,36.51,15,-77
"1199","MUT",15.03,36.51,50,-78
"1200","MUT",15.05,36.51,60,-80
"1201","MUT",15.07,36.51,10,-80
"1202","DPS",15.08,36.51,250,-80
"1203","HKE",15.08,36.51,15,-80
"1204","MUT",15.08,36.51,30,-80
"1205","HKE",15.1,36.51,30,-80
"1206","ARA",15.12,36.51,60,-80
"1207","ARS",15.12,36.51,60,-80
"1208","DPS",15.12,36.51,60,-80
"1209","HKE",15.12,36.51,20,-80
"1210","MUT",15.12,36.51,5,-80
"1211","DPS",15.14,36.51,125,-83
"1212","HKE",15.14,36.51,55,-83
"1213","MUT",15.14,36.51,10,-83
"1214","ARS",15.15,36.51,205,-86
"1215","DPS",15.15,36.51,295,-86
"1216","HKE",15.15,36.51,190,-86
"1217","DPS",15.19,36.51,200,-92
"1218","MUT",15.19,36.51,5,-92
"1219","ARS",15.2,36.51,1,-95
"1220","DPS",15.2,36.51,680,-95
"1221","HKE",15.2,36.51,95,-95
"1222","DPS",15.27,36.51,150,-100
"1223","HKE",15.27,36.51,20,-100
"1228","ARS",13.58,36.52,70,-420
"1229","NEP",13.58,36.52,16,-420
"1230","ARA",13.59,36.52,7,-420
"1231","ARS",13.59,36.52,61,-420
"1232","DPS",13.59,36.52,34,-420
"1233","ARS",13.73,36.52,48,-339
"1234","DPS",13.73,36.52,100,-339
"1235","NEP",13.73,36.52,24,-339
"1236","ARS",13.81,36.52,144,-331
"1237","DPS",13.81,36.52,72,-331
"1238","DPS",13.95,36.52,21,-500
"1239","NEP",13.95,36.52,21,-500
"1240","ARA",13.97,36.52,4,-534
"1241","ARS",13.97,36.52,676,-534
"1242","DPS",13.97,36.52,365,-534
"1243","HKE",13.97,36.52,58,-534
"1244","NEP",13.97,36.52,36,-534
"1245","ARA",13.98,36.52,12,-565
"1246","ARS",13.98,36.52,651,-565
"1247","DPS",13.98,36.52,461,-565
"1248","ARS",14,36.52,636,-581
"1249","DPS",14,36.52,108,-581
"1250","HKE",14,36.52,5,-581
"1251","MUT",14,36.52,10,-581
"1252","ARS",14.19,36.52,8,-732
"1253","DPS",14.19,36.52,16,-732
"1254","HKE",14.19,36.52,16,-732
"1255","NEP",14.19,36.52,4,-732
"1256","ARA",14.24,36.52,200,-766
"1257","ARS",14.24,36.52,212,-766
"1258","DPS",14.24,36.52,284,-766
"1259","HKE",14.24,36.52,10,-766
"1260","ARS",14.29,36.52,700,-531
"1261","DPS",14.29,36.52,299,-531
"1262","HKE",14.29,36.52,184,-531
"1263","MUT",14.29,36.52,30,-531
"1264","NEP",14.29,36.52,4,-531
"1265","ARS",14.3,36.52,91,-465
"1266","DPS",14.3,36.52,45,-465
"1267","HKE",14.3,36.52,44,-465
"1268","NEP",14.3,36.52,3,-465
"1269","DPS",14.32,36.52,38,-404
"1270","HKE",14.32,36.52,16,-404
"1271","NEP",14.32,36.52,5,-404
"1272","DPS",14.34,36.52,32,-354
"1273","HKE",14.34,36.52,48,-354
"1274","MUT",14.34,36.52,8,-354
"1275","NEP",14.34,36.52,3,-354
"1276","DPS",14.36,36.52,16,-283
"1277","HKE",14.36,36.52,28,-283
"1278","MUT",14.36,36.52,4,-283
"1279","ARS",14.37,36.52,3,-283
"1280","DPS",14.37,36.52,4,-283
"1281","HKE",14.37,36.52,24,-283
"1282","MUT",14.37,36.52,4,-283
"1283","DPS",14.66,36.52,145,-130
"1284","HKE",14.66,36.52,35,-130
"1285","DPS",14.75,36.52,2,-121
"1286","HKE",14.75,36.52,10,-121
"1287","MUT",14.75,36.52,3,-121
"1288","DPS",14.97,36.52,50,-80
"1289","DPS",14.98,36.52,60,-78
"1290","MUT",15,36.52,10,-77
"1291","MUT",15.05,36.52,25,-80
"1292","MUT",15.07,36.52,20,-80
"1293","DPS",15.08,36.52,50,-80
"1294","HKE",15.08,36.52,20,-80
"1295","MUT",15.08,36.52,75,-80
"1296","DPS",15.1,36.52,145,-80
"1297","HKE",15.1,36.52,41,-80
"1298","MUT",15.1,36.52,18,-80
"1299","DPS",15.12,36.52,450,-80
"1300","HKE",15.12,36.52,110,-80
"1301","MUT",15.12,36.52,65,-80
"1302","ARS",15.14,36.52,40,-83
"1303","DPS",15.14,36.52,430,-83
"1304","HKE",15.14,36.52,85,-83
"1305","MUT",15.14,36.52,15,-83
"1306","DPS",15.15,36.52,820,-86
"1307","HKE",15.15,36.52,157,-86
"1308","MUT",15.15,36.52,26,-86
"1310","HKE",15.17,36.52,240,-89
"1311","MUT",15.17,36.52,8,-89
"1312","ARS",15.19,36.52,30,-92
"1314","HKE",15.19,36.52,295,-92
"1315","ARA",15.2,36.52,5,-95
"1316","ARS",15.2,36.52,10,-95
"1317","DPS",15.2,36.52,960,-95
"1318","HKE",15.2,36.52,295,-95
"1319","DPS",15.22,36.52,135,-98
"1320","HKE",15.22,36.52,30,-98
"1321","ARS",15.24,36.52,10,-99
"1322","HKE",15.24,36.52,74,-99
"1323","ARS",15.25,36.52,100,-100
"1324","DPS",15.25,36.52,310,-100
"1325","HKE",15.25,36.52,110,-100
"1330","ARS",13.53,36.53,36,-431
"1331","DPS",13.53,36.53,70,-431
"1332","HKE",13.53,36.53,15,-431
"1333","NEP",13.53,36.53,35,-431
"1334","ARS",13.54,36.53,72,-431
"1335","DPS",13.54,36.53,40,-431
"1336","ARA",13.56,36.53,24,-343
"1337","ARS",13.56,36.53,120,-343
"1338","DPS",13.56,36.53,150,-343
"1339","HKE",13.56,36.53,15,-343
"1340","NEP",13.56,36.53,56,-343
"1341","ARS",13.58,36.53,92,-358
"1342","DPS",13.58,36.53,30,-358
"1343","NEP",13.58,36.53,19,-358
"1344","ARS",13.59,36.53,120,-358
"1345","HKE",13.59,36.53,20,-358
"1346","ARS",13.91,36.53,91,-488
"1347","DPS",13.91,36.53,80,-488
"1348","ARS",13.93,36.53,72,-517
"1349","DPS",13.93,36.53,96,-517
"1350","ARS",13.95,36.53,516,-548
"1351","DPS",13.95,36.53,180,-548
"1352","NEP",13.95,36.53,33,-548
"1353","ARS",13.97,36.53,300,-581
"1354","DPS",13.97,36.53,84,-581
"1355","NEP",13.97,36.53,24,-581
"1356","ARA",13.98,36.53,16,-610
"1357","ARS",13.98,36.53,130,-610
"1358","DPS",13.98,36.53,65,-610
"1359","ARS",14.27,36.53,21,-649
"1360","DPS",14.27,36.53,12,-649
"1361","HKE",14.27,36.53,4,-649
"1362","ARS",14.29,36.53,439,-562
"1363","DPS",14.29,36.53,168,-562
"1364","HKE",14.29,36.53,111,-562
"1365","ARS",14.3,36.53,239,-483
"1366","DPS",14.3,36.53,61,-483
"1367","HKE",14.3,36.53,48,-483
"1368","HKE",14.32,36.53,5,-409
"1369","DPS",14.34,36.53,8,-340
"1370","HKE",14.34,36.53,16,-340
"1371","DPS",14.64,36.53,5,-130
"1372","HKE",14.64,36.53,40,-130
"1373","MUT",14.64,36.53,10,-130
"1374","DPS",14.8,36.53,2,-113
"1375","HKE",14.8,36.53,20,-113
"1376","MUT",14.8,36.53,5,-113
"1377","DPS",14.93,36.53,50,-91
"1378","DPS",14.95,36.53,85,-84
"1379","HKE",14.95,36.53,15,-84
"1380","MUT",14.95,36.53,15,-84
"1381","DPS",14.97,36.53,70,-76
"1382","HKE",14.97,36.53,15,-76
"1383","MUT",14.97,36.53,20,-76
"1384","DPS",14.98,36.53,250,-69
"1385","MUT",15,36.53,15,-66
"1386","HKE",15.02,36.53,75,-65
"1387","MUT",15.02,36.53,300,-65
"1388","DPS",15.03,36.53,15,-69
"1389","HKE",15.03,36.53,25,-69
"1390","MUT",15.03,36.53,25,-69
"1391","MUT",15.05,36.53,65,-73
"1392","MUT",15.07,36.53,35,-76
"1393","MUT",15.08,36.53,5,-77
"1394","DPS",15.12,36.53,435,-79
"1395","HKE",15.12,36.53,123,-79
"1396","MUT",15.12,36.53,45,-79
"1397","DPS",15.14,36.53,495,-81
"1398","HKE",15.14,36.53,194,-81
"1399","MUT",15.14,36.53,28,-81
"1401","HKE",15.15,36.53,369,-85
"1402","MUT",15.15,36.53,55,-85
"1403","ARS",15.17,36.53,70,-88
"1406","MUT",15.17,36.53,145,-88
"1407","ARS",15.19,36.53,90,-91
"1409","HKE",15.19,36.53,608,-91
"1410","MUT",15.19,36.53,40,-91
"1411","ARS",15.2,36.53,30,-94
"1414","MUT",15.2,36.53,322,-94
"1415","DPS",15.22,36.53,350,-96
"1416","HKE",15.22,36.53,80,-96
"1417","MUT",15.22,36.53,15,-96
"1418","DPS",15.24,36.53,400,-96
"1419","HKE",15.24,36.53,9,-96
"1423","ARA",13.56,36.54,16,-343
"1424","ARS",13.56,36.54,130,-343
"1425","DPS",13.56,36.54,27,-343
"1426","NEP",13.56,36.54,3,-343
"1427","ARS",13.58,36.54,30,-358
"1428","DPS",13.58,36.54,20,-358
"1429","HKE",13.58,36.54,10,-358
"1430","NEP",13.58,36.54,5,-358
"1431","ARS",13.91,36.54,48,-488
"1432","DPS",13.91,36.54,36,-488
"1433","ARA",13.95,36.54,16,-548
"1434","ARS",13.95,36.54,336,-548
"1435","DPS",13.95,36.54,200,-548
"1436","ARS",13.97,36.54,658,-581
"1437","DPS",13.97,36.54,183,-581
"1438","HKE",13.97,36.54,10,-581
"1439","ARS",13.98,36.54,7,-610
"1440","DPS",13.98,36.54,10,-610
"1441","ARS",14.24,36.54,110,-743
"1442","ARS",14.25,36.54,90,-719
"1443","DPS",14.25,36.54,50,-719
"1444","HKE",14.25,36.54,16,-719
"1445","ARS",14.27,36.54,12,-649
"1446","DPS",14.27,36.54,4,-649
"1447","HKE",14.27,36.54,4,-649
"1448","ARS",14.29,36.54,648,-562
"1449","DPS",14.29,36.54,70,-562
"1450","HKE",14.29,36.54,35,-562
"1451","ARS",14.3,36.54,13,-483
"1452","DPS",14.3,36.54,36,-483
"1453","HKE",14.3,36.54,31,-483
"1454","MUT",14.3,36.54,10,-483
"1455","NEP",14.3,36.54,58,-483
"1456","ARA",14.32,36.54,500,-409
"1457","ARS",14.32,36.54,500,-409
"1458","DPS",14.32,36.54,10,-409
"1459","HKE",14.32,36.54,15,-409
"1460","NEP",14.32,36.54,2,-409
"1461","DPS",14.34,36.54,21,-340
"1462","HKE",14.34,36.54,13,-340
"1463","HKE",14.36,36.54,4,-251
"1464","MUT",14.36,36.54,6,-251
"1465","DPS",14.76,36.54,60,-115
"1466","HKE",14.76,36.54,10,-115
"1467","MUT",14.76,36.54,10,-115
"1468","DPS",14.85,36.54,30,-106
"1469","HKE",14.85,36.54,60,-106
"1470","MUT",15,36.54,35,-66
"1471","MUT",15.03,36.54,20,-69
"1472","MUT",15.05,36.54,25,-73
"1473","MUT",15.07,36.54,100,-76
"1474","MUT",15.08,36.54,20,-77
"1475","DPS",15.1,36.54,185,-78
"1476","HKE",15.1,36.54,55,-78
"1477","MUT",15.1,36.54,30,-78
"1478","DPS",15.12,36.54,260,-79
"1479","HKE",15.12,36.54,70,-79
"1480","MUT",15.12,36.54,60,-79
"1481","DPS",15.14,36.54,320,-81
"1482","HKE",15.14,36.54,50,-81
"1483","MUT",15.14,36.54,10,-81
"1484","DPS",15.15,36.54,215,-85
"1485","HKE",15.15,36.54,61,-85
"1486","MUT",15.15,36.54,5,-85
"1487","DPS",15.17,36.54,265,-88
"1488","HKE",15.17,36.54,100,-88
"1489","ARA",15.19,36.54,100,-91
"1490","MUT",15.24,36.54,15,-96
"1491","HKE",15.25,36.54,15,-96
"1492","MUT",15.25,36.54,10,-96
"1496","ARS",13.51,36.55,36,-378
"1497","ARA",13.53,36.55,1,-359
"1498","ARS",13.53,36.55,129,-359
"1499","DPS",13.53,36.55,105,-359
"1500","NEP",13.53,36.55,19,-359
"1501","ARS",13.54,36.55,187,-359
"1502","DPS",13.54,36.55,33,-359
"1503","NEP",13.54,36.55,12,-359
"1504","ARS",13.56,36.55,154,-369
"1505","DPS",13.56,36.55,84,-369
"1506","NEP",13.56,36.55,28,-369
"1507","DPS",13.85,36.55,72,-401
"1508","ARS",13.9,36.55,168,-476
"1509","DPS",13.9,36.55,144,-476
"1510","NEP",13.9,36.55,16,-476
"1511","ARS",13.91,36.55,396,-512
"1512","DPS",13.91,36.55,168,-512
"1513","ARS",13.93,36.55,579,-551
"1514","DPS",13.93,36.55,291,-551
"1515","NEP",13.93,36.55,28,-551
"1516","ARA",13.95,36.55,12,-601
"1517","ARS",13.95,36.55,155,-601
"1518","DPS",13.95,36.55,193,-601
"1519","HKE",13.95,36.55,5,-601
"1520","ARS",13.97,36.55,60,-645
"1521","ARS",13.98,36.55,72,-682
"1522","DPS",13.98,36.55,95,-682
"1523","ARS",14.29,36.55,80,-592
"1524","DPS",14.29,36.55,30,-592
"1525","HKE",14.29,36.55,25,-592
"1526","MUT",14.29,36.55,15,-592
"1527","ARS",14.3,36.55,59,-511
"1528","DPS",14.3,36.55,12,-511
"1529","HKE",14.3,36.55,16,-511
"1530","NEP",14.3,36.55,8,-511
"1531","DPS",14.32,36.55,30,-429
"1532","HKE",14.32,36.55,20,-429
"1533","MUT",14.32,36.55,10,-429
"1534","HKE",14.34,36.55,5,-336
"1535","DPS",14.47,36.55,20,-161
"1536","HKE",14.47,36.55,10,-161
"1537","DPS",14.9,36.55,105,-96
"1538","DPS",14.91,36.55,80,-94
"1539","DPS",14.97,36.55,50,-73
"1540","HKE",14.97,36.55,40,-73
"1541","MUT",14.97,36.55,25,-73
"1542","DPS",14.98,36.55,155,-63
"1543","MUT",15,36.55,20,-57
"1544","HKE",15.02,36.55,55,-54
"1545","MUT",15.02,36.55,400,-54
"1546","ARS",15.03,36.55,1,-60
"1547","HKE",15.03,36.55,15,-60
"1548","MUT",15.03,36.55,25,-60
"1549","DPS",15.07,36.55,260,-69
"1550","HKE",15.07,36.55,40,-69
"1551","MUT",15.07,36.55,30,-69
"1552","DPS",15.08,36.55,35,-72
"1553","HKE",15.08,36.55,20,-72
"1554","MUT",15.08,36.55,10,-72
"1555","DPS",15.1,36.55,345,-73
"1556","HKE",15.1,36.55,135,-73
"1557","MUT",15.1,36.55,30,-73
"1559","HKE",15.12,36.55,539,-76
"1560","MUT",15.12,36.55,65,-76
"1561","DPS",15.14,36.55,450,-79
"1562","HKE",15.14,36.55,158,-79
"1563","MUT",15.14,36.55,5,-79
"1565","HKE",15.15,36.55,363,-82
"1566","MUT",15.15,36.55,28,-82
"1567","ARS",15.17,36.55,70,-85
"1568","DPS",15.17,36.55,550,-85
"1569","HKE",15.17,36.55,168,-85
"1570","MUT",15.17,36.55,55,-85
"1571","ARS",15.19,36.55,66,-88
"1572","DPS",15.19,36.55,410,-88
"1573","HKE",15.19,36.55,123,-88
"1574","MUT",15.19,36.55,24,-88
"1575","ARS",15.2,36.55,50,-90
"1577","HKE",15.2,36.55,225,-90
"1578","MUT",15.2,36.55,15,-90
"1579","ARA",15.22,36.55,150,-92
"1580","ARS",15.22,36.55,150,-92
"1581","DPS",15.22,36.55,792,-92
"1582","HKE",15.22,36.55,189,-92
"1583","MUT",15.22,36.55,23,-92
"1584","ARS",15.24,36.55,40,-91
"1585","DPS",15.24,36.55,250,-91
"1586","HKE",15.24,36.55,30,-91
"1587","MUT",15.24,36.55,13,-91
"1588","MUT",15.25,36.55,5,-90
"1589","MUT",15.27,36.55,20,-90
"1590","MUT",15.29,36.55,5,-82
"1594","ARS",13.53,36.56,40,-410
"1595","DPS",13.53,36.56,20,-410
"1596","NEP",13.53,36.56,16,-410
"1597","ARS",13.54,36.56,80,-410
"1598","DPS",13.54,36.56,30,-410
"1599","NEP",13.54,36.56,16,-410
"1600","ARS",13.56,36.56,60,-447
"1601","DPS",13.56,36.56,24,-447
"1602","ARS",13.91,36.56,72,-537
"1603","DPS",13.91,36.56,46,-537
"1604","HKE",13.91,36.56,2,-537
"1605","ARS",13.93,36.56,382,-583
"1606","DPS",13.93,36.56,145,-583
"1607","ARS",13.95,36.56,121,-642
"1608","DPS",13.95,36.56,90,-642
"1609","ARS",14.25,36.56,8,-671
"1610","DPS",14.25,36.56,4,-671
"1611","HKE",14.25,36.56,4,-671
"1612","DPS",14.3,36.56,10,-514
"1613","HKE",14.3,36.56,32,-514
"1614","MUT",14.3,36.56,10,-514
"1615","DPS",14.32,36.56,25,-425
"1616","HKE",14.32,36.56,49,-425
"1617","NEP",14.32,36.56,1,-425
"1618","DPS",14.34,36.56,8,-326
"1619","HKE",14.34,36.56,32,-326
"1620","MUT",14.34,36.56,4,-326
"1621","DPS",14.53,36.56,40,-138
"1622","HKE",14.53,36.56,5,-138
"1623","DPS",14.83,36.56,50,-99
"1624","DPS",14.86,36.56,15,-95
"1625","HKE",14.86,36.56,25,-95
"1626","HKE",14.93,36.56,12,-85
"1627","MUT",14.93,36.56,12,-85
"1628","DPS",14.97,36.56,315,-72
"1629","HKE",14.97,36.56,15,-72
"1630","MUT",14.97,36.56,10,-72
"1631","DPS",14.98,36.56,65,-63
"1632","HKE",14.98,36.56,20,-63
"1633","MUT",14.98,36.56,25,-63
"1634","DPS",15,36.56,110,-55
"1635","HKE",15.02,36.56,70,-51
"1636","MUT",15.02,36.56,200,-51
"1637","HKE",15.03,36.56,4,-53
"1638","MUT",15.03,36.56,35,-53
"1639","MUT",15.07,36.56,5,-60
"1640","DPS",15.08,36.56,180,-60
"1641","HKE",15.08,36.56,50,-60
"1642","MUT",15.08,36.56,15,-60
"1643","DPS",15.1,36.56,255,-63
"1644","HKE",15.1,36.56,23,-63
"1645","MUT",15.1,36.56,35,-63
"1646","ARA",15.12,36.56,50,-70
"1647","DPS",15.12,36.56,855,-70
"1648","HKE",15.12,36.56,130,-70
"1649","MUT",15.12,36.56,19,-70
"1650","DPS",15.14,36.56,310,-74
"1651","HKE",15.14,36.56,90,-74
"1652","MUT",15.14,36.56,20,-74
"1653","DPS",15.15,36.56,85,-76
"1654","HKE",15.15,36.56,10,-76
"1655","HKE",15.19,36.56,10,-82
"1656","DPS",15.22,36.56,795,-86
"1657","HKE",15.22,36.56,141,-86
"1658","MUT",15.22,36.56,70,-86
"1659","MUT",15.24,36.56,80,-85
"1660","HKE",15.25,36.56,7,-83
"1661","MUT",15.25,36.56,45,-83
"1672","ARS",13.46,36.57,90,-568
"1673","NEP",13.46,36.57,12,-568
"1674","ARS",13.47,36.57,50,-568
"1675","DPS",13.47,36.57,30,-568
"1676","HKE",13.47,36.57,10,-568
"1677","NEP",13.47,36.57,8,-568
"1678","ARS",13.49,36.57,60,-435
"1679","DPS",13.49,36.57,60,-435
"1680","HKE",13.49,36.57,10,-435
"1681","NEP",13.49,36.57,28,-435
"1682","ARS",13.51,36.57,96,-398
"1683","DPS",13.51,36.57,60,-398
"1684","ARS",13.53,36.57,205,-410
"1685","DPS",13.53,36.57,36,-410
"1686","NEP",13.53,36.57,15,-410
"1687","ARS",13.54,36.57,191,-410
"1688","DPS",13.54,36.57,131,-410
"1689","NEP",13.54,36.57,28,-410
"1690","ARS",13.56,36.57,240,-447
"1691","DPS",13.56,36.57,24,-447
"1692","NEP",13.56,36.57,16,-447
"1693","ARS",13.61,36.57,120,-500
"1694","DPS",13.61,36.57,60,-500
"1695","NEP",13.61,36.57,16,-500
"1696","ARS",13.63,36.57,144,-495
"1697","DPS",13.63,36.57,60,-495
"1698","ARS",13.64,36.57,72,-495
"1699","DPS",13.64,36.57,24,-495
"1700","ARS",13.66,36.57,120,-475
"1701","DPS",13.66,36.57,120,-475
"1702","ARA",13.68,36.57,6,-472
"1703","ARS",13.68,36.57,48,-472
"1704","DPS",13.68,36.57,64,-472
"1705","NEP",13.68,36.57,8,-472
"1706","ARS",13.69,36.57,204,-472
"1707","DPS",13.69,36.57,156,-472
"1708","ARA",13.71,36.57,5,-497
"1709","ARS",13.71,36.57,289,-497
"1710","DPS",13.71,36.57,222,-497
"1711","ARA",13.75,36.57,20,-480
"1712","ARS",13.75,36.57,193,-480
"1713","DPS",13.75,36.57,24,-480
"1714","ARA",13.76,36.57,24,-406
"1715","ARS",13.76,36.57,60,-406
"1716","ARS",13.83,36.57,84,-378
"1717","DPS",13.83,36.57,24,-378
"1718","ARA",13.85,36.57,6,-413
"1719","ARS",13.85,36.57,436,-413
"1720","DPS",13.85,36.57,188,-413
"1721","ARA",13.86,36.57,25,-446
"1722","ARS",13.86,36.57,246,-446
"1723","DPS",13.86,36.57,135,-446
"1724","ARA",13.88,36.57,15,-476
"1725","ARS",13.88,36.57,637,-476
"1726","DPS",13.88,36.57,257,-476
"1727","NEP",13.88,36.57,16,-476
"1728","ARS",13.9,36.57,375,-504
"1729","DPS",13.9,36.57,223,-504
"1730","HKE",13.9,36.57,10,-504
"1731","ARA",13.91,36.57,4,-537
"1732","ARS",13.91,36.57,937,-537
"1733","DPS",13.91,36.57,554,-537
"1734","HKE",13.91,36.57,54,-537
"1735","NEP",13.91,36.57,30,-537
"1736","ARS",13.93,36.57,346,-583
"1737","DPS",13.93,36.57,200,-583
"1738","HKE",13.93,36.57,5,-583
"1739","NEP",13.93,36.57,40,-583
"1740","ARS",13.98,36.57,20,-778
"1743","ARS",14.25,36.57,115,-671
"1744","DPS",14.25,36.57,20,-671
"1745","HKE",14.25,36.57,14,-671
"1746","ARS",14.27,36.57,675,-636
"1747","DPS",14.27,36.57,251,-636
"1748","HKE",14.27,36.57,89,-636
"1749","NEP",14.27,36.57,40,-636
"1752","DPS",14.29,36.57,5,-587
"1753","HKE",14.29,36.57,10,-587
"1754","NEP",14.29,36.57,2,-587
"1755","ARS",14.3,36.57,160,-514
"1756","DPS",14.3,36.57,35,-514
"1757","HKE",14.3,36.57,28,-514
"1758","MUT",14.3,36.57,20,-514
"1759","DPS",14.32,36.57,5,-425
"1760","HKE",14.32,36.57,10,-425
"1761","HKE",14.34,36.57,15,-326
"1762","MUT",14.34,36.57,10,-326
"1763","ARA",14.68,36.57,5,-104
"1764","ARS",14.68,36.57,100,-104
"1765","DPS",14.68,36.57,39,-104
"1766","HKE",14.68,36.57,10,-104
"1767","DPS",14.91,36.57,30,-88
"1768","HKE",14.91,36.57,20,-88
"1769","MUT",14.91,36.57,10,-88
"1770","DPS",14.93,36.57,20,-85
"1771","HKE",14.93,36.57,15,-85
"1772","MUT",14.93,36.57,5,-85
"1773","DPS",14.95,36.57,60,-80
"1774","HKE",14.95,36.57,30,-80
"1775","MUT",14.95,36.57,20,-80
"1776","DPS",14.97,36.57,85,-72
"1777","HKE",14.97,36.57,47,-72
"1778","MUT",14.97,36.57,19,-72
"1779","DPS",14.98,36.57,295,-63
"1780","HKE",14.98,36.57,137,-63
"1781","MUT",14.98,36.57,139,-63
"1782","HKE",15.02,36.57,70,-51
"1783","MUT",15.02,36.57,390,-51
"1784","MUT",15.03,36.57,10,-53
"1785","ARS",15.07,36.57,50,-60
"1786","HKE",15.07,36.57,15,-60
"1787","MUT",15.07,36.57,15,-60
"1788","DPS",15.08,36.57,105,-60
"1789","HKE",15.08,36.57,101,-60
"1790","MUT",15.08,36.57,21,-60
"1791","DPS",15.1,36.57,330,-63
"1792","HKE",15.1,36.57,109,-63
"1793","MUT",15.1,36.57,140,-63
"1794","DPS",15.12,36.57,260,-70
"1795","HKE",15.12,36.57,82,-70
"1796","MUT",15.12,36.57,39,-70
"1797","ARS",15.14,36.57,30,-74
"1799","HKE",15.14,36.57,270,-74
"1800","MUT",15.14,36.57,5,-74
"1801","DPS",15.15,36.57,650,-76
"1802","HKE",15.15,36.57,90,-76
"1803","MUT",15.15,36.57,10,-76
"1804","DPS",15.17,36.57,255,-79
"1805","HKE",15.17,36.57,128,-79
"1806","MUT",15.17,36.57,120,-79
"1808","HKE",15.19,36.57,360,-82
"1810","DPS",15.2,36.57,200,-85
"1811","HKE",15.2,36.57,117,-85
"1812","MUT",15.2,36.57,80,-85
"1813","HKE",15.22,36.57,65,-86
"1814","MUT",15.22,36.57,10,-86
"1815","HKE",15.24,36.57,72,-85
"1816","MUT",15.24,36.57,213,-85
"1817","MUT",15.25,36.57,15,-83
"1818","MUT",15.27,36.57,15,-80
"1819","HKE",15.29,36.57,5,-69
"1820","MUT",15.29,36.57,10,-69
"1822","ARS",13.44,36.58,80,-653
"1823","ARS",13.47,36.58,80,-495
"1824","ARS",13.49,36.58,83,-463
"1825","DPS",13.49,36.58,17,-463
"1826","HKE",13.49,36.58,5,-463
"1827","ARS",13.51,36.58,15,-502
"1828","ARS",13.53,36.58,469,-502
"1829","DPS",13.53,36.58,168,-502
"1830","NEP",13.53,36.58,48,-502
"1831","ARS",13.54,36.58,24,-502
"1832","DPS",13.54,36.58,50,-502
"1833","HKE",13.54,36.58,20,-502
"1834","NEP",13.54,36.58,16,-502
"1835","ARA",13.56,36.58,1,-528
"1836","ARS",13.56,36.58,145,-528
"1837","DPS",13.56,36.58,18,-528
"1838","NEP",13.56,36.58,49,-528
"1839","ARA",13.58,36.58,10,-549
"1840","ARS",13.58,36.58,318,-549
"1841","DPS",13.58,36.58,48,-549
"1842","NEP",13.58,36.58,5,-549
"1843","ARS",13.59,36.58,228,-549
"1844","DPS",13.59,36.58,48,-549
"1845","ARS",13.61,36.58,221,-591
"1846","NEP",13.61,36.58,78,-591
"1847","ARS",13.63,36.58,60,-575
"1848","DPS",13.63,36.58,12,-575
"1849","ARS",13.64,36.58,96,-575
"1850","DPS",13.64,36.58,35,-575
"1851","NEP",13.64,36.58,10,-575
"1852","ARA",13.66,36.58,1,-557
"1853","ARS",13.66,36.58,91,-557
"1854","DPS",13.66,36.58,104,-557
"1855","NEP",13.66,36.58,5,-557
"1856","ARA",13.68,36.58,6,-566
"1857","ARS",13.68,36.58,139,-566
"1858","DPS",13.68,36.58,71,-566
"1859","NEP",13.68,36.58,4,-566
"1860","ARS",13.69,36.58,132,-566
"1861","DPS",13.69,36.58,72,-566
"1862","NEP",13.69,36.58,8,-566
"1863","ARS",13.71,36.58,156,-601
"1864","DPS",13.71,36.58,60,-601
"1865","NEP",13.71,36.58,8,-601
"1866","ARS",13.73,36.58,184,-624
"1867","DPS",13.73,36.58,81,-624
"1868","ARS",13.75,36.58,261,-620
"1869","DPS",13.75,36.58,96,-620
"1870","HKE",13.75,36.58,15,-620
"1871","ARS",13.76,36.58,73,-493
"1872","DPS",13.76,36.58,28,-493
"1873","HKE",13.76,36.58,12,-493
"1874","NEP",13.76,36.58,1,-493
"1875","ARS",13.78,36.58,81,-358
