"","SPECIES","LON","LAT","KG","DEPTH"
"8131","DPS",13.03,37.04,76,-295
"8132","NEP",13.03,37.04,59,-295
"8133","DPS",13.05,37.04,25,-319
"8134","HKE",13.05,37.04,30,-319
"8135","NEP",13.05,37.04,15,-319
"8136","DPS",13.07,37.04,80,-339
"8137","HKE",13.07,37.04,25,-339
"8138","NEP",13.07,37.04,18,-339
"8139","DPS",13.08,37.04,110,-363
"8140","HKE",13.08,37.04,5,-363
"8141","DPS",13.1,37.04,40,-400
"8142","HKE",13.1,37.04,15,-400
"8143","NEP",13.1,37.04,12,-400
"8144","ARA",13.2,37.04,2,-644
"8145","ARS",13.2,37.04,36,-644
"8146","DPS",13.2,37.04,5,-644
"8147","ARS",13.24,37.04,34,-529
"8148","DPS",13.24,37.04,14,-529
"8149","ARS",13.61,37.04,16,-426
"8150","DPS",13.61,37.04,66,-426
"8151","HKE",13.61,37.04,6,-426
"8152","ARS",13.63,37.04,18,-414
"8153","DPS",13.63,37.04,292,-414
"8154","HKE",13.63,37.04,52,-414
"8155","MUT",13.63,37.04,18,-414
"8156","DPS",13.64,37.04,107,-414
"8157","HKE",13.64,37.04,37,-414
"8158","MUT",13.64,37.04,41,-414
"8159","DPS",13.66,37.04,35,-359
"8160","HKE",13.66,37.04,15,-359
"8161","MUT",13.66,37.04,29,-359
"8162","DPS",13.68,37.04,25,-305
"8163","HKE",13.68,37.04,26,-305
"8164","MUT",13.68,37.04,20,-305
"8165","DPS",13.69,37.04,50,-305
"8166","HKE",13.69,37.04,35,-305
"8167","DPS",13.71,37.04,87,-179
"8168","HKE",13.71,37.04,69,-179
"8169","MUT",13.71,37.04,25,-179
"8170","DPS",13.73,37.04,95,-143
"8171","HKE",13.73,37.04,68,-143
"8172","MUT",13.73,37.04,22,-143
"8173","HKE",13.75,37.04,5,-122
"8174","MUT",13.75,37.04,5,-122
"8175","DPS",13.76,37.04,25,-111
"8176","HKE",13.76,37.04,22,-111
"8177","DPS",13.78,37.04,155,-104
"8178","HKE",13.78,37.04,50,-104
"8179","MUT",13.78,37.04,20,-104
"8180","DPS",13.8,37.04,85,-97
"8181","HKE",13.8,37.04,47,-97
"8182","MUT",13.8,37.04,5,-97
"8183","DPS",13.81,37.04,70,-85
"8184","HKE",13.81,37.04,30,-85
"8185","DPS",13.83,37.04,116,-68
"8186","HKE",13.83,37.04,43,-68
"8187","MUT",13.83,37.04,40,-68
"8188","DPS",13.85,37.04,55,-57
"8189","HKE",13.85,37.04,47,-57
"8190","MUT",13.85,37.04,26,-57
"8191","DPS",13.86,37.04,275,-52
"8192","HKE",13.86,37.04,144,-52
"8193","MUT",13.86,37.04,40,-52
"8252","ARS",12.19,37.05,61,-118
"8253","DPS",12.19,37.05,167,-118
"8254","HKE",12.19,37.05,235,-118
"8255","MUT",12.19,37.05,45,-118
"8256","NEP",12.19,37.05,102,-118
"8257","HKE",12.2,37.05,12,-122
"8258","DPS",12.39,37.05,135,-107
"8259","HKE",12.39,37.05,45,-107
"8260","DPS",12.51,37.05,50,-103
"8261","HKE",12.51,37.05,30,-103
"8262","MUT",12.51,37.05,15,-103
"8263","DPS",12.53,37.05,145,-103
"8264","HKE",12.53,37.05,100,-103
"8265","MUT",12.53,37.05,35,-103
"8266","DPS",12.54,37.05,100,-103
"8267","HKE",12.54,37.05,30,-103
"8268","DPS",12.58,37.05,200,-110
"8269","HKE",12.58,37.05,20,-110
"8270","DPS",12.59,37.05,80,-110
"8271","HKE",12.59,37.05,20,-110
"8272","MUT",12.59,37.05,3,-110
"8273","DPS",12.63,37.05,420,-143
"8274","HKE",12.63,37.05,75,-143
"8275","MUT",12.63,37.05,10,-143
"8276","NEP",12.63,37.05,3,-143
"8277","ARS",12.64,37.05,6,-143
"8279","HKE",12.64,37.05,95,-143
"8280","MUT",12.64,37.05,3,-143
"8281","NEP",12.64,37.05,15,-143
"8282","DPS",12.66,37.05,100,-173
"8283","HKE",12.66,37.05,10,-173
"8284","DPS",12.68,37.05,434,-188
"8285","HKE",12.68,37.05,45,-188
"8286","NEP",12.68,37.05,15,-188
"8287","DPS",12.69,37.05,230,-188
"8288","HKE",12.69,37.05,30,-188
"8289","NEP",12.69,37.05,4,-188
"8290","ARS",12.71,37.05,95,-281
"8291","DPS",12.71,37.05,382,-281
"8292","HKE",12.71,37.05,10,-281
"8293","DPS",12.73,37.05,100,-308
"8294","HKE",12.73,37.05,35,-308
"8295","ARS",12.75,37.05,239,-335
"8297","HKE",12.75,37.05,136,-335
"8298","NEP",12.75,37.05,11,-335
"8299","ARS",12.76,37.05,512,-423
"8301","HKE",12.76,37.05,31,-423
"8302","NEP",12.76,37.05,72,-423
"8303","ARS",12.78,37.05,398,-417
"8305","HKE",12.78,37.05,27,-417
"8306","NEP",12.78,37.05,1,-417
"8307","ARS",12.8,37.05,113,-419
"8309","HKE",12.8,37.05,10,-419
"8310","DPS",12.81,37.05,656,-397
"8311","HKE",12.81,37.05,10,-397
"8312","ARS",12.83,37.05,360,-396
"8313","DPS",12.83,37.05,973,-396
"8314","HKE",12.83,37.05,160,-396
"8315","ARS",12.85,37.05,236,-375
"8317","HKE",12.85,37.05,201,-375
"8318","NEP",12.85,37.05,83,-375
"8320","HKE",12.86,37.05,49,-356
"8321","ARS",12.88,37.05,85,-349
"8323","HKE",12.88,37.05,80,-349
"8324","NEP",12.88,37.05,15,-349
"8325","ARS",12.9,37.05,120,-343
"8327","HKE",12.9,37.05,30,-343
"8328","NEP",12.9,37.05,89,-343
"8329","ARS",12.91,37.05,2,-364
"8330","DPS",12.91,37.05,325,-364
"8331","HKE",12.91,37.05,30,-364
"8332","NEP",12.91,37.05,15,-364
"8333","DPS",12.93,37.05,384,-385
"8334","HKE",12.93,37.05,30,-385
"8335","NEP",12.93,37.05,28,-385
"8336","DPS",12.95,37.05,50,-384
"8337","HKE",12.95,37.05,5,-384
"8338","DPS",12.98,37.05,10,-329
"8339","HKE",12.98,37.05,10,-329
"8340","NEP",12.98,37.05,6,-329
"8341","DPS",13.02,37.05,55,-260
"8342","HKE",13.02,37.05,10,-260
"8343","NEP",13.02,37.05,9,-260
"8344","DPS",13.03,37.05,20,-288
"8345","HKE",13.03,37.05,5,-288
"8346","MUT",13.03,37.05,50,-288
"8347","NEP",13.03,37.05,6,-288
"8348","ARA",13.05,37.05,12,-320
"8349","DPS",13.05,37.05,152,-320
"8350","HKE",13.05,37.05,91,-320
"8351","MUT",13.05,37.05,10,-320
"8352","NEP",13.05,37.05,7,-320
"8353","DPS",13.07,37.05,175,-338
"8354","HKE",13.07,37.05,15,-338
"8355","NEP",13.07,37.05,9,-338
"8356","DPS",13.08,37.05,109,-360
"8357","HKE",13.08,37.05,25,-360
"8358","NEP",13.08,37.05,28,-360
"8359","ARA",13.1,37.05,4,-393
"8360","ARS",13.1,37.05,71,-393
"8361","DPS",13.1,37.05,415,-393
"8362","HKE",13.1,37.05,30,-393
"8363","ARS",13.12,37.05,191,-436
"8364","DPS",13.12,37.05,508,-436
"8365","HKE",13.12,37.05,12,-436
"8366","NEP",13.12,37.05,130,-436
"8367","ARS",13.14,37.05,47,-485
"8368","DPS",13.14,37.05,132,-485
"8369","HKE",13.14,37.05,5,-485
"8370","NEP",13.14,37.05,47,-485
"8371","DPS",13.15,37.05,30,-527
"8372","NEP",13.15,37.05,8,-527
"8373","DPS",13.17,37.05,60,-554
"8374","HKE",13.17,37.05,10,-554
"8375","NEP",13.17,37.05,48,-554
"8376","ARS",13.19,37.05,10,-545
"8377","DPS",13.19,37.05,65,-545
"8378","HKE",13.19,37.05,5,-545
"8379","NEP",13.19,37.05,10,-545
"8380","ARS",13.22,37.05,14,-489
"8381","DPS",13.22,37.05,40,-489
"8382","HKE",13.22,37.05,5,-489
"8383","NEP",13.22,37.05,11,-489
"8384","DPS",13.24,37.05,10,-494
"8385","NEP",13.24,37.05,5,-494
"8386","ARA",13.25,37.05,20,-506
"8387","ARS",13.25,37.05,31,-506
"8388","DPS",13.25,37.05,16,-506
"8389","DPS",13.61,37.05,40,-340
"8390","HKE",13.61,37.05,10,-340
"8391","DPS",13.63,37.05,585,-324
"8392","HKE",13.63,37.05,97,-324
"8393","MUT",13.63,37.05,13,-324
"8394","DPS",13.64,37.05,82,-324
"8395","HKE",13.64,37.05,35,-324
"8396","MUT",13.64,37.05,22,-324
"8397","DPS",13.66,37.05,130,-261
"8398","HKE",13.66,37.05,108,-261
"8399","MUT",13.66,37.05,14,-261
"8400","DPS",13.68,37.05,132,-223
"8401","HKE",13.68,37.05,98,-223
"8402","MUT",13.68,37.05,10,-223
"8403","DPS",13.69,37.05,101,-223
"8404","HKE",13.69,37.05,44,-223
"8405","MUT",13.69,37.05,47,-223
"8406","DPS",13.71,37.05,64,-120
"8407","HKE",13.71,37.05,47,-120
"8408","MUT",13.71,37.05,10,-120
"8409","DPS",13.73,37.05,5,-100
"8410","HKE",13.73,37.05,10,-100
"8411","DPS",13.75,37.05,5,-93
"8412","HKE",13.75,37.05,23,-93
"8413","DPS",13.76,37.05,70,-79
"8414","HKE",13.76,37.05,40,-79
"8415","DPS",13.78,37.05,110,-73
"8416","HKE",13.78,37.05,48,-73
"8417","MUT",13.78,37.05,260,-73
"8418","DPS",13.8,37.05,185,-70
"8419","HKE",13.8,37.05,26,-70
"8420","MUT",13.8,37.05,10,-70
"8421","DPS",13.81,37.05,53,-70
"8422","HKE",13.81,37.05,26,-70
"8423","MUT",13.81,37.05,17,-70
"8487","ARS",12.15,37.06,10,-109
"8488","DPS",12.15,37.06,40,-109
"8489","HKE",12.15,37.06,70,-109
"8490","NEP",12.15,37.06,10,-109
"8491","ARA",12.19,37.06,12,-112
"8492","ARS",12.19,37.06,219,-112
"8493","DPS",12.19,37.06,645,-112
"8494","HKE",12.19,37.06,985,-112
"8495","MUT",12.19,37.06,290,-112
"8496","NEP",12.19,37.06,108,-112
"8497","DPS",12.47,37.06,100,-101
"8498","HKE",12.47,37.06,35,-101
"8499","MUT",12.47,37.06,20,-101
"8500","DPS",12.53,37.06,30,-99
"8501","HKE",12.53,37.06,30,-99
"8502","MUT",12.53,37.06,5,-99
"8503","DPS",12.54,37.06,70,-99
"8504","HKE",12.54,37.06,70,-99
"8505","MUT",12.54,37.06,15,-99
"8506","DPS",12.56,37.06,450,-106
"8507","HKE",12.56,37.06,70,-106
"8508","MUT",12.56,37.06,6,-106
"8509","DPS",12.58,37.06,805,-115
"8510","HKE",12.58,37.06,305,-115
"8511","MUT",12.58,37.06,70,-115
"8512","NEP",12.58,37.06,10,-115
"8513","DPS",12.64,37.06,100,-157
"8514","HKE",12.64,37.06,5,-157
"8515","DPS",12.68,37.06,110,-223
"8516","HKE",12.68,37.06,10,-223
"8517","NEP",12.68,37.06,6,-223
"8518","ARS",12.69,37.06,79,-223
"8519","DPS",12.69,37.06,545,-223
"8520","HKE",12.69,37.06,10,-223
"8521","NEP",12.69,37.06,5,-223
"8522","ARS",12.71,37.06,120,-328
"8523","DPS",12.71,37.06,516,-328
"8524","ARS",12.73,37.06,40,-360
"8525","DPS",12.73,37.06,110,-360
"8526","ARS",12.76,37.06,50,-409
"8528","HKE",12.76,37.06,15,-409
"8529","ARS",12.78,37.06,124,-429
"8531","HKE",12.78,37.06,115,-429
"8532","NEP",12.78,37.06,3,-429
"8533","DPS",12.81,37.06,616,-384
"8534","HKE",12.81,37.06,125,-384
"8535","NEP",12.81,37.06,50,-384
"8536","DPS",12.83,37.06,480,-376
"8537","HKE",12.83,37.06,80,-376
"8538","NEP",12.83,37.06,28,-376
"8539","DPS",12.85,37.06,507,-371
"8540","HKE",12.85,37.06,78,-371
"8541","DPS",12.86,37.06,552,-370
"8542","HKE",12.86,37.06,7,-370
"8543","NEP",12.86,37.06,100,-370
"8544","DPS",12.88,37.06,50,-370
"8545","HKE",12.88,37.06,52,-370
"8546","DPS",12.9,37.06,345,-373
"8547","HKE",12.9,37.06,60,-373
"8548","MUT",12.9,37.06,3,-373
"8549","NEP",12.9,37.06,10,-373
"8550","ARS",12.91,37.06,6,-376
"8551","DPS",12.91,37.06,385,-376
"8552","HKE",12.91,37.06,85,-376
"8553","NEP",12.91,37.06,33,-376
"8554","ARS",12.93,37.06,46,-380
"8555","DPS",12.93,37.06,135,-380
"8556","HKE",12.93,37.06,65,-380
"8557","NEP",12.93,37.06,68,-380
"8558","DPS",12.95,37.06,15,-384
"8559","HKE",12.95,37.06,5,-384
"8560","ARS",13.05,37.06,8,-318
"8561","DPS",13.05,37.06,90,-318
"8562","HKE",13.05,37.06,25,-318
"8563","NEP",13.05,37.06,45,-318
"8564","ARS",13.07,37.06,3,-339
"8565","DPS",13.07,37.06,55,-339
"8566","HKE",13.07,37.06,30,-339
"8567","NEP",13.07,37.06,39,-339
"8568","ARS",13.1,37.06,203,-381
"8570","HKE",13.1,37.06,188,-381
"8571","NEP",13.1,37.06,52,-381
"8572","ARS",13.12,37.06,70,-411
"8573","DPS",13.12,37.06,101,-411
"8574","HKE",13.12,37.06,77,-411
"8575","NEP",13.12,37.06,4,-411
"8576","ARA",13.17,37.06,26,-489
"8577","ARS",13.17,37.06,64,-489
"8578","DPS",13.17,37.06,21,-489
"8579","HKE",13.17,37.06,5,-489
"8580","NEP",13.17,37.06,19,-489
"8581","ARS",13.19,37.06,5,-481
"8582","DPS",13.19,37.06,15,-481
"8583","HKE",13.19,37.06,5,-481
"8584","NEP",13.19,37.06,5,-481
"8585","DPS",13.61,37.06,20,-251
"8586","HKE",13.61,37.06,5,-251
"8587","DPS",13.63,37.06,203,-227
"8588","HKE",13.63,37.06,46,-227
"8589","MUT",13.63,37.06,27,-227
"8590","DPS",13.64,37.06,58,-227
"8591","HKE",13.64,37.06,45,-227
"8592","MUT",13.64,37.06,2,-227
"8593","DPS",13.66,37.06,74,-145
"8594","HKE",13.66,37.06,34,-145
"8595","MUT",13.66,37.06,7,-145
"8596","DPS",13.68,37.06,74,-122
"8597","HKE",13.68,37.06,36,-122
"8598","MUT",13.68,37.06,31,-122
"8599","DPS",13.69,37.06,185,-122
"8600","HKE",13.69,37.06,43,-122
"8601","MUT",13.69,37.06,45,-122
"8602","DPS",13.71,37.06,11,-87
"8603","HKE",13.71,37.06,19,-87
"8604","MUT",13.71,37.06,57,-87
"8605","DPS",13.73,37.06,10,-74
"8606","HKE",13.73,37.06,20,-74
"8607","MUT",13.73,37.06,15,-74
"8608","DPS",13.75,37.06,10,-65
"8609","HKE",13.75,37.06,28,-65
"8610","MUT",13.75,37.06,82,-65
"8611","DPS",13.76,37.06,8,-57
"8612","HKE",13.76,37.06,3,-57
"8613","MUT",13.76,37.06,82,-57
"8614","DPS",13.78,37.06,25,-52
"8615","HKE",13.78,37.06,30,-52
"8616","MUT",13.78,37.06,60,-52
"8671","ARS",11.95,37.07,8,-137
"8672","DPS",11.95,37.07,80,-137
"8673","HKE",11.95,37.07,30,-137
"8674","NEP",11.95,37.07,1,-137
"8675","ARA",12,37.07,6,-106
"8676","ARS",12,37.07,60,-106
"8677","DPS",12,37.07,60,-106
"8678","DPS",12.05,37.07,90,-109
"8679","HKE",12.05,37.07,15,-109
"8680","NEP",12.05,37.07,6,-109
"8681","DPS",12.19,37.07,20,-112
"8682","HKE",12.19,37.07,20,-112
"8683","MUT",12.19,37.07,10,-112
"8684","ARS",12.22,37.07,155,-124
"8685","DPS",12.22,37.07,140,-124
"8686","DPS",12.42,37.07,15,-101
"8687","HKE",12.42,37.07,10,-101
"8688","DPS",12.51,37.07,480,-98
"8689","HKE",12.51,37.07,65,-98
"8690","MUT",12.51,37.07,11,-98
"8691","DPS",12.53,37.07,520,-99
"8692","HKE",12.53,37.07,90,-99
"8693","MUT",12.53,37.07,11,-99
"8694","NEP",12.53,37.07,10,-99
"8695","DPS",12.54,37.07,545,-99
"8696","HKE",12.54,37.07,115,-99
"8697","MUT",12.54,37.07,5,-99
"8699","HKE",12.56,37.07,360,-106
"8700","MUT",12.56,37.07,23,-106
"8701","NEP",12.56,37.07,20,-106
"8703","HKE",12.58,37.07,175,-115
"8704","MUT",12.58,37.07,5,-115
"8705","DPS",12.59,37.07,400,-115
"8706","HKE",12.59,37.07,100,-115
"8707","DPS",12.61,37.07,100,-143
"8708","HKE",12.61,37.07,65,-143
"8709","DPS",12.63,37.07,900,-157
"8710","HKE",12.63,37.07,60,-157
"8711","DPS",12.66,37.07,100,-190
"8712","DPS",12.68,37.07,180,-223
"8713","ARS",12.69,37.07,42,-223
"8714","DPS",12.69,37.07,380,-223
"8715","HKE",12.69,37.07,51,-223
"8716","NEP",12.69,37.07,21,-223
"8717","DPS",12.71,37.07,50,-328
"8718","ARS",12.73,37.07,190,-360
"8720","HKE",12.73,37.07,74,-360
"8721","ARS",12.75,37.07,450,-395
"8723","HKE",12.75,37.07,87,-395
"8724","ARS",12.76,37.07,100,-409
"8726","HKE",12.76,37.07,70,-409
"8727","NEP",12.76,37.07,53,-409
"8729","HKE",12.78,37.07,15,-429
"8730","NEP",12.78,37.07,15,-429
"8731","DPS",12.8,37.07,100,-406
"8732","ARS",12.81,37.07,25,-384
"8733","DPS",12.81,37.07,294,-384
"8734","HKE",12.81,37.07,20,-384
"8735","NEP",12.81,37.07,9,-384
"8736","ARS",12.83,37.07,7,-376
"8738","HKE",12.83,37.07,215,-376
"8739","NEP",12.83,37.07,115,-376
"8740","ARS",12.85,37.07,10,-371
"8741","DPS",12.85,37.07,100,-371
"8742","NEP",12.85,37.07,10,-371
"8743","DPS",12.9,37.07,85,-373
"8744","DPS",12.91,37.07,310,-376
"8745","HKE",12.91,37.07,35,-376
"8746","NEP",12.91,37.07,15,-376
"8747","ARS",12.93,37.07,98,-380
"8749","HKE",12.93,37.07,255,-380
"8750","NEP",12.93,37.07,175,-380
"8751","ARS",12.95,37.07,12,-384
"8752","DPS",12.95,37.07,403,-384
"8753","HKE",12.95,37.07,65,-384
"8754","NEP",12.95,37.07,43,-384
"8755","ARS",12.97,37.07,15,-366
"8756","DPS",12.97,37.07,140,-366
"8757","HKE",12.97,37.07,35,-366
"8758","ARS",13,37.07,44,-282
"8759","DPS",13,37.07,147,-282
"8760","HKE",13,37.07,25,-282
"8761","NEP",13,37.07,6,-282
"8762","ARA",13.02,37.07,2,-277
"8763","ARS",13.02,37.07,12,-277
"8764","DPS",13.02,37.07,322,-277
"8765","HKE",13.02,37.07,95,-277
"8766","NEP",13.02,37.07,32,-277
"8767","ARS",13.03,37.07,6,-294
"8768","DPS",13.03,37.07,100,-294
"8769","HKE",13.03,37.07,55,-294
"8770","NEP",13.03,37.07,39,-294
"8771","DPS",13.05,37.07,25,-318
"8772","HKE",13.05,37.07,10,-318
"8773","NEP",13.05,37.07,6,-318
"8774","ARS",13.07,37.07,3,-339
"8775","DPS",13.07,37.07,200,-339
"8776","HKE",13.07,37.07,55,-339
"8777","NEP",13.07,37.07,34,-339
"8778","ARS",13.08,37.07,18,-358
"8779","DPS",13.08,37.07,123,-358
"8780","HKE",13.08,37.07,52,-358
"8781","NEP",13.08,37.07,60,-358
"8782","ARA",13.1,37.07,61,-381
"8783","ARS",13.1,37.07,261,-381
"8784","DPS",13.1,37.07,953,-381
"8785","HKE",13.1,37.07,240,-381
"8786","NEP",13.1,37.07,35,-381
"8787","ARS",13.12,37.07,154,-411
"8788","DPS",13.12,37.07,156,-411
"8789","HKE",13.12,37.07,5,-411
"8790","NEP",13.12,37.07,28,-411
"8791","ARS",13.14,37.07,15,-448
"8792","DPS",13.14,37.07,6,-448
"8793","DPS",13.17,37.07,24,-489
"8794","NEP",13.17,37.07,24,-489
"8795","ARS",13.2,37.07,30,-472
"8796","DPS",13.2,37.07,35,-472
"8797","NEP",13.2,37.07,27,-472
"8798","ARA",13.22,37.07,7,-469
"8799","ARS",13.22,37.07,30,-469
"8800","DPS",13.22,37.07,28,-469
"8801","HKE",13.24,37.07,5,-486
"8802","ARS",13.25,37.07,11,-508
"8803","DPS",13.25,37.07,25,-508
"8804","DPS",13.27,37.07,172,-518
"8805","NEP",13.27,37.07,200,-518
"8806","ARS",13.29,37.07,36,-523
"8807","DPS",13.29,37.07,72,-523
"8808","ARS",13.56,37.07,20,-258
"8809","DPS",13.61,37.07,71,-251
"8810","HKE",13.61,37.07,39,-251
"8811","MUT",13.61,37.07,13,-251
"8812","DPS",13.63,37.07,211,-227
"8813","HKE",13.63,37.07,105,-227
"8814","MUT",13.63,37.07,11,-227
"8815","DPS",13.64,37.07,339,-227
"8816","HKE",13.64,37.07,126,-227
"8817","MUT",13.64,37.07,50,-227
"8818","DPS",13.66,37.07,166,-145
"8819","HKE",13.66,37.07,102,-145
"8820","MUT",13.66,37.07,17,-145
"8821","DPS",13.68,37.07,82,-122
"8822","HKE",13.68,37.07,28,-122
"8823","MUT",13.68,37.07,7,-122
"8824","DPS",13.69,37.07,25,-122
"8825","HKE",13.69,37.07,38,-122
"8826","MUT",13.69,37.07,37,-122
"8827","DPS",13.71,37.07,15,-87
"8828","HKE",13.71,37.07,16,-87
"8829","MUT",13.71,37.07,5,-87
"8830","DPS",13.73,37.07,10,-74
"8831","HKE",13.73,37.07,2,-74
"8832","MUT",13.73,37.07,32,-74
"8833","HKE",13.75,37.07,10,-65
"8834","MUT",13.75,37.07,10,-65
"8835","DPS",13.76,37.07,25,-57
"8836","HKE",13.76,37.07,15,-57
"8837","MUT",13.76,37.07,5,-57
"8838","DPS",13.78,37.07,255,-52
"8839","HKE",13.78,37.07,108,-52
"8840","MUT",13.78,37.07,56,-52
"8873","DPS",12.1,37.08,101,-111
"8874","HKE",12.1,37.08,159,-111
"8875","DPS",12.24,37.08,300,-124
"8876","HKE",12.24,37.08,100,-124
"8877","DPS",12.37,37.08,100,-106
"8878","HKE",12.37,37.08,30,-106
"8879","DPS",12.47,37.08,60,-106
"8880","HKE",12.47,37.08,15,-106
"8881","DPS",12.49,37.08,100,-107
"8882","HKE",12.49,37.08,50,-107
"8883","DPS",12.51,37.08,512,-98
"8884","HKE",12.51,37.08,95,-98
"8885","MUT",12.51,37.08,5,-98
"8886","DPS",12.53,37.08,465,-99
"8887","HKE",12.53,37.08,80,-99
"8888","DPS",12.54,37.08,290,-99
"8889","HKE",12.54,37.08,30,-99
"8890","DPS",12.56,37.08,270,-108
"8891","HKE",12.56,37.08,60,-108
"8892","MUT",12.56,37.08,3,-108
"8893","DPS",12.58,37.08,212,-120
"8894","HKE",12.58,37.08,25,-120
"8895","NEP",12.58,37.08,5,-120
"8896","DPS",12.63,37.08,400,-181
"8897","HKE",12.63,37.08,50,-181
"8898","DPS",12.68,37.08,35,-265
"8899","ARS",12.71,37.08,502,-365
"8901","HKE",12.71,37.08,24,-365
"8902","ARS",12.73,37.08,331,-360
"8904","ARS",12.75,37.08,180,-316
"8905","DPS",12.75,37.08,750,-316
"8906","HKE",12.75,37.08,35,-316
"8907","ARA",12.76,37.08,10,-340
"8908","ARS",12.76,37.08,15,-340
"8910","HKE",12.76,37.08,130,-340
"8911","DPS",12.8,37.08,80,-348
"8912","HKE",12.8,37.08,10,-348
"8913","DPS",12.81,37.08,240,-338
"8914","DPS",12.85,37.08,740,-342
"8915","HKE",12.85,37.08,10,-342
"8916","DPS",12.88,37.08,630,-352
"8917","HKE",12.88,37.08,125,-352
"8918","DPS",12.93,37.08,50,-328
"8919","HKE",12.93,37.08,10,-328
"8920","NEP",12.93,37.08,3,-328
"8921","ARS",12.95,37.08,8,-275
"8922","DPS",12.95,37.08,189,-275
"8923","HKE",12.95,37.08,20,-275
"8924","MUT",12.95,37.08,2,-275
"8925","ARS",12.97,37.08,51,-277
"8926","DPS",12.97,37.08,217,-277
"8927","HKE",12.97,37.08,175,-277
"8928","NEP",12.97,37.08,98,-277
"8929","ARS",13,37.08,6,-269
"8930","DPS",13,37.08,60,-269
"8931","HKE",13,37.08,10,-269
"8932","NEP",13,37.08,21,-269
"8933","HKE",13.02,37.08,10,-300
"8934","ARS",13.03,37.08,8,-309
"8935","DPS",13.03,37.08,67,-309
"8936","HKE",13.03,37.08,10,-309
"8937","NEP",13.03,37.08,17,-309
"8938","DPS",13.05,37.08,172,-325
"8939","HKE",13.05,37.08,25,-325
"8940","NEP",13.05,37.08,36,-325
"8941","DPS",13.07,37.08,447,-356
"8942","HKE",13.07,37.08,125,-356
"8943","NEP",13.07,37.08,37,-356
"8944","ARS",13.08,37.08,48,-369
"8946","HKE",13.08,37.08,376,-369
"8947","NEP",13.08,37.08,99,-369
"8948","ARS",13.1,37.08,56,-366
"8949","DPS",13.1,37.08,846,-366
"8950","HKE",13.1,37.08,229,-366
"8951","NEP",13.1,37.08,27,-366
"8952","DPS",13.19,37.08,5,-450
"8953","HKE",13.19,37.08,5,-450
"8954","NEP",13.19,37.08,5,-450
"8955","ARS",13.2,37.08,1,-452
"8956","DPS",13.2,37.08,32,-452
"8957","HKE",13.2,37.08,12,-452
"8958","NEP",13.2,37.08,10,-452
"8959","ARS",13.22,37.08,3,-470
"8960","DPS",13.22,37.08,20,-470
"8961","HKE",13.22,37.08,10,-470
"8962","NEP",13.22,37.08,10,-470
"8963","DPS",13.24,37.08,10,-490
"8964","HKE",13.24,37.08,5,-490
"8965","NEP",13.24,37.08,5,-490
"8966","ARA",13.25,37.08,32,-517
"8967","ARS",13.25,37.08,14,-517
"8968","DPS",13.25,37.08,10,-517
"8969","HKE",13.25,37.08,5,-517
"8970","NEP",13.25,37.08,5,-517
"8971","HKE",13.59,37.08,10,-131
"8972","DPS",13.61,37.08,304,-176
"8973","HKE",13.61,37.08,130,-176
"8974","MUT",13.61,37.08,23,-176
"8975","DPS",13.63,37.08,291,-146
"8976","HKE",13.63,37.08,105,-146
"8977","MUT",13.63,37.08,28,-146
"8978","DPS",13.64,37.08,110,-146
"8979","HKE",13.64,37.08,60,-146
"8980","MUT",13.64,37.08,20,-146
"8984","DPS",13.68,37.08,165,-51
"8985","HKE",13.68,37.08,34,-51
"8986","DPS",13.69,37.08,190,-51
"8987","HKE",13.69,37.08,77,-51
"8988","MUT",13.69,37.08,78,-51
"8989","DPS",13.71,37.08,117,-65
"8990","HKE",13.71,37.08,45,-65
"8991","MUT",13.71,37.08,19,-65
"8992","DPS",13.73,37.08,15,-55
"8993","HKE",13.73,37.08,24,-55
"8994","MUT",13.73,37.08,6,-55
"9038","HKE",12.08,37.09,40,-110
"9039","DPS",12.3,37.09,90,-118
"9040","HKE",12.3,37.09,50,-118
"9041","DPS",12.32,37.09,50,-109
"9042","DPS",12.37,37.09,50,-106
"9043","DPS",12.41,37.09,30,-101
"9044","HKE",12.41,37.09,10,-101
"9045","MUT",12.41,37.09,5,-101
"9046","HKE",12.42,37.09,6,-101
"9047","DPS",12.49,37.09,21,-107
"9048","HKE",12.49,37.09,15,-107
"9049","DPS",12.58,37.09,550,-120
"9050","HKE",12.58,37.09,55,-120
"9051","NEP",12.58,37.09,25,-120
"9052","DPS",12.68,37.09,60,-265
"9053","ARS",12.71,37.09,12,-365
"9054","DPS",12.71,37.09,250,-365
"9055","HKE",12.71,37.09,75,-365
"9056","DPS",12.73,37.09,935,-360
"9057","HKE",12.73,37.09,65,-360
"9058","DPS",12.75,37.09,200,-316
"9059","HKE",12.75,37.09,5,-316
"9060","NEP",12.75,37.09,5,-316
"9061","DPS",12.76,37.09,60,-340
"9062","HKE",12.86,37.09,5,-348
"9063","DPS",12.88,37.09,25,-352
"9064","HKE",12.88,37.09,5,-352
"9065","NEP",12.88,37.09,3,-352
"9066","DPS",12.9,37.09,165,-364
"9067","HKE",12.9,37.09,30,-364
"9068","NEP",12.9,37.09,21,-364
"9069","DPS",12.91,37.09,65,-347
"9070","HKE",12.91,37.09,10,-347
"9071","NEP",12.91,37.09,6,-347
"9072","DPS",12.93,37.09,25,-328
"9073","NEP",12.93,37.09,3,-328
